line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
1381,PSCCH,FAIL,3,1,,,1,0.135036,0.134786,decoded_overlap,10,6,0
1383,PSCCH,OK,19,1,,,0,5.41221,5.20883,,10,6,0
1385,PSCCH,FAIL,3,1,,,1,0.144184,0.140102,decoded_overlap,10,6,0
1387,PSCCH,FAIL,16,1,,,1,0.0309124,0.0300983,decoded_overlap,10,6,0
1389,PSCCH,OK,19,1,,,0,2.87599,2.54787,,10,6,0
1391,PSCCH,FAIL,3,1,,,1,0.33743,0.299063,decoded_overlap,10,6,0
1393,PSCCH,FAIL,16,1,,,1,0.00683251,0.00597901,decoded_overlap,10,6,0
1395,PSCCH,OK,16,1,,,0,5.64506,4.77368,,10,6,0
1397,PSCCH,FAIL,3,1,,,1,0.157726,0.135123,decoded_overlap,10,6,0
1399,PSCCH,FAIL,19,1,,,1,0.0156963,0.014957,decoded_overlap,10,6,0
1401,PSCCH,OK,16,1,,,0,5.30822,4.91084,,10,6,0
1403,PSCCH,FAIL,3,1,,,1,0.129063,0.124291,decoded_overlap,10,6,0
1405,PSCCH,FAIL,19,1,,,1,0.0466149,0.0388155,decoded_overlap,10,6,0
1407,PSCCH,OK,3,1,,,0,27.0626,25.2701,,10,6,0
1409,PSCCH,FAIL,16,1,,,1,0.0323604,0.0293344,decoded_overlap,10,6,0
1411,PSCCH,FAIL,19,1,,,1,0.004386,0.00429916,decoded_overlap,10,6,0
1413,PSSCH,FAIL,3,1,2,4069,1,2.90524,2.09933,decode_fail,,,
1417,PSCCH,OK,5,1,,,0,4561.08,3852.02,,10,6,1
1419,PSCCH,OK,5,1,,,0,110896,110747,,10,6,1
1421,PSCCH,OK,5,1,,,0,5221.8,4590.56,,10,6,1
1423,PSCCH,OK,5,1,,,0,106576,105657,,10,6,1
1425,PSCCH,OK,5,1,,,0,4928.57,4838.9,,10,6,1
1427,PSCCH,OK,5,1,,,0,1952.17,1948.35,,10,6,1
1429,PSCCH,OK,5,1,,,0,14506.7,14266.1,,10,6,1
1431,PSCCH,OK,5,1,,,0,23636.8,23550.3,,10,6,1
1433,PSCCH,OK,5,1,,,0,15561.4,12199.5,,10,6,1
